subject,verb,score,modality,test,trial_order,session,type,cloze,wmc,prod_pre,rec_pre
59,vacuum,0,FTF,priming2,1,session1,prime,34,101,0,5
59,buy,0,FTF,priming1,4,session2,non-prime,34,101,0,5
59,use,0,FTF,priming1,6,session2,non-prime,34,101,0,5
59,sing,0,FTF,priming1,7,session2,prime,34,101,0,5
59,burn,0,FTF,priming1,10,session2,non-prime,34,101,0,5
59,pet,0,FTF,priming1,12,session2,non-prime,34,101,0,5
59,toast,0,FTF,priming1,13,session2,prime,34,101,0,5
59,need,0,FTF,priming1,14,session2,non-prime,34,101,0,5
59,cut,0,FTF,priming1,15,session2,prime,34,101,0,5
59,push,0,FTF,priming1,16,session2,non-prime,34,101,0,5
59,read,0,FTF,priming1,18,session2,non-prime,34,101,0,5
59,send,0,FTF,priming1,20,session2,non-prime,34,101,0,5
59,watch,0,FTF,priming1,21,session2,prime,34,101,0,5
59,wear,0,FTF,priming1,22,session2,non-prime,34,101,0,5
59,shake,0,FTF,priming1,24,session2,non-prime,34,101,0,5
59,insert,0,FTF,priming1,26,session2,non-prime,34,101,0,5
59,turn,0,FTF,priming1,28,session2,non-prime,34,101,0,5
59,cook,0,FTF,priming1,31,session2,prime,34,101,0,5
59,show,0,FTF,priming1,32,session2,non-prime,34,101,0,5
59,swipe,0,FTF,priming1,34,session2,non-prime,34,101,0,5
59,catch,0,FTF,priming2,6,session1,non-prime,34,101,0,5
59,polish,0,FTF,priming2,8,session1,non-prime,34,101,0,5
59,drive,0,FTF,priming2,10,session1,non-prime,34,101,0,5
59,peel,0,FTF,priming2,12,session1,non-prime,34,101,0,5
59,lift,0,FTF,priming2,14,session1,non-prime,34,101,0,5
59,fly,0,FTF,priming2,16,session1,non-prime,34,101,0,5
59,drink,0,FTF,priming2,18,session1,non-prime,34,101,0,5
59,decorate,0,FTF,priming2,20,session1,non-prime,34,101,0,5
59,move,0,FTF,priming2,24,session1,non-prime,34,101,0,5
59,rake,0,FTF,priming2,26,session1,non-prime,34,101,0,5
59,have,0,FTF,priming2,27,session1,prime,34,101,0,5
59,hit,0,FTF,priming2,28,session1,non-prime,34,101,0,5
59,raise,0,FTF,priming2,30,session1,non-prime,34,101,0,5
59,follow,0,FTF,priming2,32,session1,non-prime,34,101,0,5
59,ride,0,FTF,priming2,34,session1,non-prime,34,101,0,5
59,pass,0,FTF,priming2,36,session1,non-prime,34,101,0,5
59,hang,0,FTF,priming1,1,session2,prime,34,101,0,5
59,display,0,FTF,priming1,3,session2,prime,34,101,0,5
59,brush,0,FTF,priming1,8,session2,non-prime,34,101,0,5
59,boil,0,FTF,priming1,17,session2,prime,34,101,0,5
59,store,0,FTF,priming1,19,session2,prime,34,101,0,5
59,drink,0,FTF,priming1,23,session2,prime,34,101,0,5
59,measure,0,FTF,priming1,27,session2,prime,34,101,0,5
59,sprinkle,0,FTF,priming1,30,session2,non-prime,34,101,0,5
59,put,0,FTF,priming1,33,session2,prime,34,101,0,5
59,wipe,0,FTF,priming1,35,session2,prime,34,101,0,5
59,keep,0,FTF,priming1,36,session2,non-prime,34,101,0,5
59,bring,0,FTF,priming2,2,session1,non-prime,34,101,0,5
59,perform,0,FTF,priming2,5,session1,prime,34,101,0,5
59,print,0,FTF,priming2,7,session1,prime,34,101,0,5
59,post,0,FTF,priming2,9,session1,prime,34,101,0,5
59,clean,0,FTF,priming2,11,session1,prime,34,101,0,5
59,choose,0,FTF,priming2,13,session1,prime,34,101,0,5
59,bake,0,FTF,priming2,15,session1,prime,34,101,0,5
59,wash,0,FTF,priming2,17,session1,prime,34,101,0,5
59,type,0,FTF,priming2,19,session1,prime,34,101,0,5
59,pick,0,FTF,priming2,21,session1,prime,34,101,0,5
59,staple,0,FTF,priming2,23,session1,prime,34,101,0,5
59,deposit,0,FTF,priming2,25,session1,prime,34,101,0,5
59,park,0,FTF,priming2,31,session1,prime,34,101,0,5
59,fill,0,FTF,priming2,35,session1,prime,34,101,0,5
59,take,1,FTF,priming2,29,session1,prime,34,101,0,5
59,stack,1,FTF,priming1,11,session2,prime,34,101,0,5
59,mix,1,FTF,priming1,29,session2,prime,34,101,0,5
59,carry,1,FTF,priming2,4,session1,non-prime,34,101,0,5
59,stretch,1,FTF,priming2,33,session1,prime,34,101,0,5
59,select,1,FTF,priming1,5,session2,prime,34,101,0,5
59,organize,1,FTF,priming1,9,session2,prime,34,101,0,5
59,pour,1,FTF,priming1,25,session2,prime,34,101,0,5
59,study,1,FTF,priming2,3,session1,prime,34,101,0,5
60,keep,0,FTF,priming1,36,session2,non-prime,41,83,5,18
60,print,0,FTF,priming2,7,session1,prime,41,83,5,18
60,grow,0,FTF,priming1,2,session2,non-prime,41,83,5,18
60,buy,0,FTF,priming1,4,session2,non-prime,41,83,5,18
60,use,0,FTF,priming1,6,session2,non-prime,41,83,5,18
60,burn,0,FTF,priming1,10,session2,non-prime,41,83,5,18
60,pet,0,FTF,priming1,12,session2,non-prime,41,83,5,18
60,need,0,FTF,priming1,14,session2,non-prime,41,83,5,18
60,cut,0,FTF,priming1,15,session2,prime,41,83,5,18
60,push,0,FTF,priming1,16,session2,non-prime,41,83,5,18
60,read,0,FTF,priming1,18,session2,non-prime,41,83,5,18
60,send,0,FTF,priming1,20,session2,non-prime,41,83,5,18
60,wear,0,FTF,priming1,22,session2,non-prime,41,83,5,18
60,shake,0,FTF,priming1,24,session2,non-prime,41,83,5,18
60,insert,0,FTF,priming1,26,session2,non-prime,41,83,5,18
60,turn,0,FTF,priming1,28,session2,non-prime,41,83,5,18
60,sprinkle,0,FTF,priming1,30,session2,non-prime,41,83,5,18
60,show,0,FTF,priming1,32,session2,non-prime,41,83,5,18
60,swipe,0,FTF,priming1,34,session2,non-prime,41,83,5,18
60,wipe,0,FTF,priming1,35,session2,prime,41,83,5,18
60,catch,0,FTF,priming2,6,session1,non-prime,41,83,5,18
60,polish,0,FTF,priming2,8,session1,non-prime,41,83,5,18
60,drive,0,FTF,priming2,10,session1,non-prime,41,83,5,18
60,peel,0,FTF,priming2,12,session1,non-prime,41,83,5,18
60,lift,0,FTF,priming2,14,session1,non-prime,41,83,5,18
60,fly,0,FTF,priming2,16,session1,non-prime,41,83,5,18
60,drink,0,FTF,priming2,18,session1,non-prime,41,83,5,18
60,decorate,0,FTF,priming2,20,session1,non-prime,41,83,5,18
60,cross,0,FTF,priming2,22,session1,non-prime,41,83,5,18
60,rake,0,FTF,priming2,26,session1,non-prime,41,83,5,18
60,hit,0,FTF,priming2,28,session1,non-prime,41,83,5,18
60,raise,0,FTF,priming2,30,session1,non-prime,41,83,5,18
60,follow,0,FTF,priming2,32,session1,non-prime,41,83,5,18
60,ride,0,FTF,priming2,34,session1,non-prime,41,83,5,18
60,pass,0,FTF,priming2,36,session1,non-prime,41,83,5,18
60,perform,0,FTF,priming2,5,session1,prime,41,83,5,18
60,cook,0,FTF,priming1,31,session2,prime,41,83,5,18
60,pick,1,FTF,priming2,21,session1,prime,41,83,5,18
60,take,1,FTF,priming2,29,session1,prime,41,83,5,18
60,brush,1,FTF,priming1,8,session2,non-prime,41,83,5,18
60,organize,1,FTF,priming1,9,session2,prime,41,83,5,18
60,watch,1,FTF,priming1,21,session2,prime,41,83,5,18
60,bring,1,FTF,priming2,2,session1,non-prime,41,83,5,18
60,carry,1,FTF,priming2,4,session1,non-prime,41,83,5,18
60,move,1,FTF,priming2,24,session1,non-prime,41,83,5,18
60,hang,1,FTF,priming1,1,session2,prime,41,83,5,18
60,display,1,FTF,priming1,3,session2,prime,41,83,5,18
60,select,1,FTF,priming1,5,session2,prime,41,83,5,18
60,sing,1,FTF,priming1,7,session2,prime,41,83,5,18
60,stack,1,FTF,priming1,11,session2,prime,41,83,5,18
60,toast,1,FTF,priming1,13,session2,prime,41,83,5,18
60,boil,1,FTF,priming1,17,session2,prime,41,83,5,18
60,store,1,FTF,priming1,19,session2,prime,41,83,5,18
60,drink,1,FTF,priming1,23,session2,prime,41,83,5,18
60,pour,1,FTF,priming1,25,session2,prime,41,83,5,18
60,measure,1,FTF,priming1,27,session2,prime,41,83,5,18
60,mix,1,FTF,priming1,29,session2,prime,41,83,5,18
60,put,1,FTF,priming1,33,session2,prime,41,83,5,18
60,vacuum,1,FTF,priming2,1,session1,prime,41,83,5,18
60,study,1,FTF,priming2,3,session1,prime,41,83,5,18
60,post,1,FTF,priming2,9,session1,prime,41,83,5,18
60,clean,1,FTF,priming2,11,session1,prime,41,83,5,18
60,choose,1,FTF,priming2,13,session1,prime,41,83,5,18
60,bake,1,FTF,priming2,15,session1,prime,41,83,5,18
60,wash,1,FTF,priming2,17,session1,prime,41,83,5,18
60,type,1,FTF,priming2,19,session1,prime,41,83,5,18
60,staple,1,FTF,priming2,23,session1,prime,41,83,5,18
60,deposit,1,FTF,priming2,25,session1,prime,41,83,5,18
60,have,1,FTF,priming2,27,session1,prime,41,83,5,18
60,park,1,FTF,priming2,31,session1,prime,41,83,5,18
60,stretch,1,FTF,priming2,33,session1,prime,41,83,5,18
60,fill,1,FTF,priming2,35,session1,prime,41,83,5,18
61,pour,0,FTF,priming1,25,session2,prime,33,88,0,15
61,turn,0,FTF,priming1,28,session2,non-prime,33,88,0,15
61,perform,0,FTF,priming2,5,session1,prime,33,88,0,15
61,print,0,FTF,priming2,7,session1,prime,33,88,0,15
61,post,0,FTF,priming2,9,session1,prime,33,88,0,15
61,fly,0,FTF,priming2,16,session1,non-prime,33,88,0,15
61,decorate,0,FTF,priming2,20,session1,non-prime,33,88,0,15
61,have,0,FTF,priming2,27,session1,prime,33,88,0,15
61,raise,0,FTF,priming2,30,session1,non-prime,33,88,0,15
61,fill,0,FTF,priming2,35,session1,prime,33,88,0,15
61,grow,0,FTF,priming1,2,session2,non-prime,33,88,0,15
61,display,0,FTF,priming1,3,session2,prime,33,88,0,15
61,buy,0,FTF,priming1,4,session2,non-prime,33,88,0,15
61,use,0,FTF,priming1,6,session2,non-prime,33,88,0,15
61,burn,0,FTF,priming1,10,session2,non-prime,33,88,0,15
61,pet,0,FTF,priming1,12,session2,non-prime,33,88,0,15
61,need,0,FTF,priming1,14,session2,non-prime,33,88,0,15
61,push,0,FTF,priming1,16,session2,non-prime,33,88,0,15
61,read,0,FTF,priming1,18,session2,non-prime,33,88,0,15
61,send,0,FTF,priming1,20,session2,non-prime,33,88,0,15
61,wear,0,FTF,priming1,22,session2,non-prime,33,88,0,15
61,shake,0,FTF,priming1,24,session2,non-prime,33,88,0,15
61,insert,0,FTF,priming1,26,session2,non-prime,33,88,0,15
61,sprinkle,0,FTF,priming1,30,session2,non-prime,33,88,0,15
61,cook,0,FTF,priming1,31,session2,prime,33,88,0,15
61,show,0,FTF,priming1,32,session2,non-prime,33,88,0,15
61,swipe,0,FTF,priming1,34,session2,non-prime,33,88,0,15
61,wipe,0,FTF,priming1,35,session2,prime,33,88,0,15
61,bring,0,FTF,priming2,2,session1,non-prime,33,88,0,15
61,carry,0,FTF,priming2,4,session1,non-prime,33,88,0,15
61,catch,0,FTF,priming2,6,session1,non-prime,33,88,0,15
61,polish,0,FTF,priming2,8,session1,non-prime,33,88,0,15
61,peel,0,FTF,priming2,12,session1,non-prime,33,88,0,15
61,lift,0,FTF,priming2,14,session1,non-prime,33,88,0,15
61,drink,0,FTF,priming2,18,session1,non-prime,33,88,0,15
61,type,0,FTF,priming2,19,session1,prime,33,88,0,15
61,cross,0,FTF,priming2,22,session1,non-prime,33,88,0,15
61,move,0,FTF,priming2,24,session1,non-prime,33,88,0,15
61,rake,0,FTF,priming2,26,session1,non-prime,33,88,0,15
61,hit,0,FTF,priming2,28,session1,non-prime,33,88,0,15
61,follow,0,FTF,priming2,32,session1,non-prime,33,88,0,15
61,ride,0,FTF,priming2,34,session1,non-prime,33,88,0,15
61,pass,0,FTF,priming2,36,session1,non-prime,33,88,0,15
61,hang,0,FTF,priming1,1,session2,prime,33,88,0,15
61,sing,0,FTF,priming1,7,session2,prime,33,88,0,15
61,organize,0,FTF,priming1,9,session2,prime,33,88,0,15
61,stack,0,FTF,priming1,11,session2,prime,33,88,0,15
61,toast,0,FTF,priming1,13,session2,prime,33,88,0,15
61,watch,0,FTF,priming1,21,session2,prime,33,88,0,15
61,choose,0,FTF,priming2,13,session1,prime,33,88,0,15
61,pick,0,FTF,priming2,21,session1,prime,33,88,0,15
61,deposit,0,FTF,priming2,25,session1,prime,33,88,0,15
61,vacuum,1,FTF,priming2,1,session1,prime,33,88,0,15
61,bake,1,FTF,priming2,15,session1,prime,33,88,0,15
61,staple,1,FTF,priming2,23,session1,prime,33,88,0,15
61,take,1,FTF,priming2,29,session1,prime,33,88,0,15
61,clean,1,FTF,priming2,11,session1,prime,33,88,0,15
61,wash,1,FTF,priming2,17,session1,prime,33,88,0,15
61,park,1,FTF,priming2,31,session1,prime,33,88,0,15
61,store,1,FTF,priming1,19,session2,prime,33,88,0,15
61,mix,1,FTF,priming1,29,session2,prime,33,88,0,15
61,drive,1,FTF,priming2,10,session1,non-prime,33,88,0,15
61,brush,1,FTF,priming1,8,session2,non-prime,33,88,0,15
61,cut,1,FTF,priming1,15,session2,prime,33,88,0,15
61,keep,1,FTF,priming1,36,session2,non-prime,33,88,0,15
61,select,1,FTF,priming1,5,session2,prime,33,88,0,15
61,boil,1,FTF,priming1,17,session2,prime,33,88,0,15
61,drink,1,FTF,priming1,23,session2,prime,33,88,0,15
61,measure,1,FTF,priming1,27,session2,prime,33,88,0,15
61,put,1,FTF,priming1,33,session2,prime,33,88,0,15
61,study,1,FTF,priming2,3,session1,prime,33,88,0,15
61,stretch,1,FTF,priming2,33,session1,prime,33,88,0,15
101,grow,0,SCMC,priming1,2,session1,non-prime,29,78,0,16
101,boil,0,SCMC,priming1,17,session1,prime,29,78,0,16
101,swipe,0,SCMC,priming1,34,session1,non-prime,29,78,0,16
101,buy,0,SCMC,priming1,4,session1,non-prime,29,78,0,16
101,use,0,SCMC,priming1,6,session1,non-prime,29,78,0,16
101,pet,0,SCMC,priming1,12,session1,non-prime,29,78,0,16
101,need,0,SCMC,priming1,14,session1,non-prime,29,78,0,16
101,push,0,SCMC,priming1,16,session1,non-prime,29,78,0,16
101,read,0,SCMC,priming1,18,session1,non-prime,29,78,0,16
101,send,0,SCMC,priming1,20,session1,non-prime,29,78,0,16
101,wear,0,SCMC,priming1,22,session1,non-prime,29,78,0,16
101,shake,0,SCMC,priming1,24,session1,non-prime,29,78,0,16
101,insert,0,SCMC,priming1,26,session1,non-prime,29,78,0,16
101,turn,0,SCMC,priming1,28,session1,non-prime,29,78,0,16
101,sprinkle,0,SCMC,priming1,30,session1,non-prime,29,78,0,16
101,show,0,SCMC,priming1,32,session1,non-prime,29,78,0,16
101,bring,0,SCMC,priming2,2,session2,non-prime,29,78,0,16
101,carry,0,SCMC,priming2,4,session2,non-prime,29,78,0,16
101,catch,0,SCMC,priming2,6,session2,non-prime,29,78,0,16
101,polish,0,SCMC,priming2,8,session2,non-prime,29,78,0,16
101,drive,0,SCMC,priming2,10,session2,non-prime,29,78,0,16
101,peel,0,SCMC,priming2,12,session2,non-prime,29,78,0,16
101,lift,0,SCMC,priming2,14,session2,non-prime,29,78,0,16
101,fly,0,SCMC,priming2,16,session2,non-prime,29,78,0,16
101,drink,0,SCMC,priming2,18,session2,non-prime,29,78,0,16
101,decorate,0,SCMC,priming2,20,session2,non-prime,29,78,0,16
101,move,0,SCMC,priming2,24,session2,non-prime,29,78,0,16
101,rake,0,SCMC,priming2,26,session2,non-prime,29,78,0,16
101,hit,0,SCMC,priming2,28,session2,non-prime,29,78,0,16
101,raise,0,SCMC,priming2,30,session2,non-prime,29,78,0,16
101,follow,0,SCMC,priming2,32,session2,non-prime,29,78,0,16
101,ride,0,SCMC,priming2,34,session2,non-prime,29,78,0,16
101,pass,0,SCMC,priming2,36,session2,non-prime,29,78,0,16
101,store,0,SCMC,priming1,19,session1,prime,29,78,0,16
101,watch,0,SCMC,priming1,21,session1,prime,29,78,0,16
101,vacuum,0,SCMC,priming2,1,session2,prime,29,78,0,16
101,select,1,SCMC,priming1,5,session1,prime,29,78,0,16
101,keep,1,SCMC,priming1,36,session1,non-prime,29,78,0,16
101,cross,1,SCMC,priming2,22,session2,non-prime,29,78,0,16
101,have,1,SCMC,priming2,27,session2,prime,29,78,0,16
101,brush,1,SCMC,priming1,8,session1,non-prime,29,78,0,16
101,organize,1,SCMC,priming1,9,session1,prime,29,78,0,16
101,burn,1,SCMC,priming1,10,session1,non-prime,29,78,0,16
101,drink,1,SCMC,priming1,23,session1,prime,29,78,0,16
101,type,1,SCMC,priming2,19,session2,prime,29,78,0,16
101,hang,1,SCMC,priming1,1,session1,prime,29,78,0,16
101,display,1,SCMC,priming1,3,session1,prime,29,78,0,16
101,sing,1,SCMC,priming1,7,session1,prime,29,78,0,16
101,stack,1,SCMC,priming1,11,session1,prime,29,78,0,16
101,toast,1,SCMC,priming1,13,session1,prime,29,78,0,16
101,cut,1,SCMC,priming1,15,session1,prime,29,78,0,16
101,pour,1,SCMC,priming1,25,session1,prime,29,78,0,16
101,measure,1,SCMC,priming1,27,session1,prime,29,78,0,16
101,mix,1,SCMC,priming1,29,session1,prime,29,78,0,16
101,cook,1,SCMC,priming1,31,session1,prime,29,78,0,16
101,put,1,SCMC,priming1,33,session1,prime,29,78,0,16
101,wipe,1,SCMC,priming1,35,session1,prime,29,78,0,16
101,study,1,SCMC,priming2,3,session2,prime,29,78,0,16
101,perform,1,SCMC,priming2,5,session2,prime,29,78,0,16
101,print,1,SCMC,priming2,7,session2,prime,29,78,0,16
101,post,1,SCMC,priming2,9,session2,prime,29,78,0,16
101,clean,1,SCMC,priming2,11,session2,prime,29,78,0,16
101,choose,1,SCMC,priming2,13,session2,prime,29,78,0,16
101,bake,1,SCMC,priming2,15,session2,prime,29,78,0,16
101,wash,1,SCMC,priming2,17,session2,prime,29,78,0,16
101,pick,1,SCMC,priming2,21,session2,prime,29,78,0,16
101,staple,1,SCMC,priming2,23,session2,prime,29,78,0,16
101,deposit,1,SCMC,priming2,25,session2,prime,29,78,0,16
101,take,1,SCMC,priming2,29,session2,prime,29,78,0,16
101,park,1,SCMC,priming2,31,session2,prime,29,78,0,16
101,stretch,1,SCMC,priming2,33,session2,prime,29,78,0,16
101,fill,1,SCMC,priming2,35,session2,prime,29,78,0,16
102,pass,0,SCMC,priming2,36,session2,non-prime,20,79,0,5
102,display,0,SCMC,priming1,3,session1,prime,20,79,0,5
102,select,0,SCMC,priming1,5,session1,prime,20,79,0,5
102,store,0,SCMC,priming1,19,session1,prime,20,79,0,5
102,measure,0,SCMC,priming1,27,session1,prime,20,79,0,5
102,turn,0,SCMC,priming1,28,session1,non-prime,20,79,0,5
102,grow,0,SCMC,priming1,2,session1,non-prime,20,79,0,5
102,buy,0,SCMC,priming1,4,session1,non-prime,20,79,0,5
102,use,0,SCMC,priming1,6,session1,non-prime,20,79,0,5
102,brush,0,SCMC,priming1,8,session1,non-prime,20,79,0,5
102,burn,0,SCMC,priming1,10,session1,non-prime,20,79,0,5
102,pet,0,SCMC,priming1,12,session1,non-prime,20,79,0,5
102,need,0,SCMC,priming1,14,session1,non-prime,20,79,0,5
102,push,0,SCMC,priming1,16,session1,non-prime,20,79,0,5
102,read,0,SCMC,priming1,18,session1,non-prime,20,79,0,5
102,send,0,SCMC,priming1,20,session1,non-prime,20,79,0,5
102,wear,0,SCMC,priming1,22,session1,non-prime,20,79,0,5
102,insert,0,SCMC,priming1,26,session1,non-prime,20,79,0,5
102,mix,0,SCMC,priming1,29,session1,prime,20,79,0,5
102,sprinkle,0,SCMC,priming1,30,session1,non-prime,20,79,0,5
102,show,0,SCMC,priming1,32,session1,non-prime,20,79,0,5
102,swipe,0,SCMC,priming1,34,session1,non-prime,20,79,0,5
102,bring,0,SCMC,priming2,2,session2,non-prime,20,79,0,5
102,carry,0,SCMC,priming2,4,session2,non-prime,20,79,0,5
102,catch,0,SCMC,priming2,6,session2,non-prime,20,79,0,5
102,print,0,SCMC,priming2,7,session2,prime,20,79,0,5
102,drive,0,SCMC,priming2,10,session2,non-prime,20,79,0,5
102,peel,0,SCMC,priming2,12,session2,non-prime,20,79,0,5
102,lift,0,SCMC,priming2,14,session2,non-prime,20,79,0,5
102,fly,0,SCMC,priming2,16,session2,non-prime,20,79,0,5
102,drink,0,SCMC,priming2,18,session2,non-prime,20,79,0,5
102,decorate,0,SCMC,priming2,20,session2,non-prime,20,79,0,5
102,cross,0,SCMC,priming2,22,session2,non-prime,20,79,0,5
102,move,0,SCMC,priming2,24,session2,non-prime,20,79,0,5
102,rake,0,SCMC,priming2,26,session2,non-prime,20,79,0,5
102,have,0,SCMC,priming2,27,session2,prime,20,79,0,5
102,hit,0,SCMC,priming2,28,session2,non-prime,20,79,0,5
102,raise,0,SCMC,priming2,30,session2,non-prime,20,79,0,5
102,follow,0,SCMC,priming2,32,session2,non-prime,20,79,0,5
102,ride,0,SCMC,priming2,34,session2,non-prime,20,79,0,5
102,organize,0,SCMC,priming1,9,session1,prime,20,79,0,5
102,boil,0,SCMC,priming1,17,session1,prime,20,79,0,5
102,watch,0,SCMC,priming1,21,session1,prime,20,79,0,5
102,shake,0,SCMC,priming1,24,session1,non-prime,20,79,0,5
102,vacuum,0,SCMC,priming2,1,session2,prime,20,79,0,5
102,pick,0,SCMC,priming2,21,session2,prime,20,79,0,5
102,hang,1,SCMC,priming1,1,session1,prime,20,79,0,5
102,sing,1,SCMC,priming1,7,session1,prime,20,79,0,5
102,cut,1,SCMC,priming1,15,session1,prime,20,79,0,5
102,cook,1,SCMC,priming1,31,session1,prime,20,79,0,5
102,clean,1,SCMC,priming2,11,session2,prime,20,79,0,5
102,choose,1,SCMC,priming2,13,session2,prime,20,79,0,5
102,wash,1,SCMC,priming2,17,session2,prime,20,79,0,5
102,pour,1,SCMC,priming1,25,session1,prime,20,79,0,5
102,keep,1,SCMC,priming1,36,session1,non-prime,20,79,0,5
102,polish,1,SCMC,priming2,8,session2,non-prime,20,79,0,5
102,stack,1,SCMC,priming1,11,session1,prime,20,79,0,5
102,toast,1,SCMC,priming1,13,session1,prime,20,79,0,5
102,drink,1,SCMC,priming1,23,session1,prime,20,79,0,5
102,put,1,SCMC,priming1,33,session1,prime,20,79,0,5
102,wipe,1,SCMC,priming1,35,session1,prime,20,79,0,5
102,study,1,SCMC,priming2,3,session2,prime,20,79,0,5
102,perform,1,SCMC,priming2,5,session2,prime,20,79,0,5
102,post,1,SCMC,priming2,9,session2,prime,20,79,0,5
102,bake,1,SCMC,priming2,15,session2,prime,20,79,0,5
102,type,1,SCMC,priming2,19,session2,prime,20,79,0,5
102,staple,1,SCMC,priming2,23,session2,prime,20,79,0,5
102,deposit,1,SCMC,priming2,25,session2,prime,20,79,0,5
102,take,1,SCMC,priming2,29,session2,prime,20,79,0,5
102,park,1,SCMC,priming2,31,session2,prime,20,79,0,5
102,stretch,1,SCMC,priming2,33,session2,prime,20,79,0,5
102,fill,1,SCMC,priming2,35,session2,prime,20,79,0,5
104,grow,0,SCMC,priming1,2,session1,non-prime,40,66,0,17
104,display,0,SCMC,priming1,3,session1,prime,40,66,0,17
104,burn,0,SCMC,priming1,10,session1,non-prime,40,66,0,17
104,stack,0,SCMC,priming1,11,session1,prime,40,66,0,17
104,toast,0,SCMC,priming1,13,session1,prime,40,66,0,17
104,boil,0,SCMC,priming1,17,session1,prime,40,66,0,17
104,store,0,SCMC,priming1,19,session1,prime,40,66,0,17
104,shake,0,SCMC,priming1,24,session1,non-prime,40,66,0,17
104,pour,0,SCMC,priming1,25,session1,prime,40,66,0,17
104,measure,0,SCMC,priming1,27,session1,prime,40,66,0,17
104,swipe,0,SCMC,priming1,34,session1,non-prime,40,66,0,17
104,wipe,0,SCMC,priming1,35,session1,prime,40,66,0,17
104,keep,0,SCMC,priming1,36,session1,non-prime,40,66,0,17
104,bring,0,SCMC,priming2,2,session2,non-prime,40,66,0,17
104,study,0,SCMC,priming2,3,session2,prime,40,66,0,17
104,polish,0,SCMC,priming2,8,session2,non-prime,40,66,0,17
104,clean,0,SCMC,priming2,11,session2,prime,40,66,0,17
104,peel,0,SCMC,priming2,12,session2,non-prime,40,66,0,17
104,fly,0,SCMC,priming2,16,session2,non-prime,40,66,0,17
104,wash,0,SCMC,priming2,17,session2,prime,40,66,0,17
104,staple,0,SCMC,priming2,23,session2,prime,40,66,0,17
104,move,0,SCMC,priming2,24,session2,non-prime,40,66,0,17
104,rake,0,SCMC,priming2,26,session2,non-prime,40,66,0,17
104,have,0,SCMC,priming2,27,session2,prime,40,66,0,17
104,hit,0,SCMC,priming2,28,session2,non-prime,40,66,0,17
104,raise,0,SCMC,priming2,30,session2,non-prime,40,66,0,17
104,hang,0,SCMC,priming1,1,session1,prime,40,66,0,17
104,buy,0,SCMC,priming1,4,session1,non-prime,40,66,0,17
104,select,0,SCMC,priming1,5,session1,prime,40,66,0,17
104,use,0,SCMC,priming1,6,session1,non-prime,40,66,0,17
104,brush,0,SCMC,priming1,8,session1,non-prime,40,66,0,17
104,organize,0,SCMC,priming1,9,session1,prime,40,66,0,17
104,pet,0,SCMC,priming1,12,session1,non-prime,40,66,0,17
104,need,0,SCMC,priming1,14,session1,non-prime,40,66,0,17
104,cut,0,SCMC,priming1,15,session1,prime,40,66,0,17
104,push,0,SCMC,priming1,16,session1,non-prime,40,66,0,17
104,read,0,SCMC,priming1,18,session1,non-prime,40,66,0,17
104,wear,0,SCMC,priming1,22,session1,non-prime,40,66,0,17
104,sprinkle,0,SCMC,priming1,30,session1,non-prime,40,66,0,17
104,show,0,SCMC,priming1,32,session1,non-prime,40,66,0,17
104,vacuum,0,SCMC,priming2,1,session2,prime,40,66,0,17
104,carry,0,SCMC,priming2,4,session2,non-prime,40,66,0,17
104,catch,0,SCMC,priming2,6,session2,non-prime,40,66,0,17
104,print,0,SCMC,priming2,7,session2,prime,40,66,0,17
104,choose,0,SCMC,priming2,13,session2,prime,40,66,0,17
104,lift,0,SCMC,priming2,14,session2,non-prime,40,66,0,17
104,bake,0,SCMC,priming2,15,session2,prime,40,66,0,17
104,drink,0,SCMC,priming2,18,session2,non-prime,40,66,0,17
104,decorate,0,SCMC,priming2,20,session2,non-prime,40,66,0,17
104,cross,0,SCMC,priming2,22,session2,non-prime,40,66,0,17
104,follow,0,SCMC,priming2,32,session2,non-prime,40,66,0,17
104,pass,0,SCMC,priming2,36,session2,non-prime,40,66,0,17
104,insert,0,SCMC,priming1,26,session1,non-prime,40,66,0,17
104,turn,0,SCMC,priming1,28,session1,non-prime,40,66,0,17
104,perform,0,SCMC,priming2,5,session2,prime,40,66,0,17
104,deposit,0,SCMC,priming2,25,session2,prime,40,66,0,17
104,fill,0,SCMC,priming2,35,session2,prime,40,66,0,17
104,post,1,SCMC,priming2,9,session2,prime,40,66,0,17
104,send,1,SCMC,priming1,20,session1,non-prime,40,66,0,17
104,watch,1,SCMC,priming1,21,session1,prime,40,66,0,17
104,mix,1,SCMC,priming1,29,session1,prime,40,66,0,17
104,put,1,SCMC,priming1,33,session1,prime,40,66,0,17
104,drive,1,SCMC,priming2,10,session2,non-prime,40,66,0,17
104,type,1,SCMC,priming2,19,session2,prime,40,66,0,17
104,ride,1,SCMC,priming2,34,session2,non-prime,40,66,0,17
104,sing,1,SCMC,priming1,7,session1,prime,40,66,0,17
104,drink,1,SCMC,priming1,23,session1,prime,40,66,0,17
104,cook,1,SCMC,priming1,31,session1,prime,40,66,0,17
104,pick,1,SCMC,priming2,21,session2,prime,40,66,0,17
104,take,1,SCMC,priming2,29,session2,prime,40,66,0,17
104,park,1,SCMC,priming2,31,session2,prime,40,66,0,17
104,stretch,1,SCMC,priming2,33,session2,prime,40,66,0,17
105,hang,0,SCMC,priming1,1,session1,prime,17,52,0,5
